run,dims,gamma,lambda,kendall_borda,kendall_copeland,tau_borda,tau_copeland,welfare_platform,welfare_borda,welfare_copeland,entropy,entropy_norm,HHI,top1_exposure_share,entropy_neutral_norm,condorcet_exists
3,1,2.0,0.0,0.4413793103448276,0.432183908045977,0.11724137931034484,0.13563218390804596,733.4206610178181,818.1407268557166,825.6984335262466,1.11199974316524,0.6206188733827781,0.46875125659175054,0.6602153856541273,0.6156397710784628,True
3,1,2.0,0.6,0.45517241379310347,0.4459770114942529,0.0896551724137931,0.10804597701149425,732.3600259890578,818.1407268557166,825.6984335262466,1.1785358401140804,0.65775337613917,0.4391559108889084,0.6352133484350043,0.6156397710784628,True
4,1,0.0,0.0,0.01609195402298852,0.01609195402298852,0.967816091954023,0.967816091954023,822.3830005970528,821.8324182153743,822.3129085894022,1.4216921206110134,0.7934614801971841,0.2823078145054875,0.4223736803569339,0.7934614801971841,True
4,1,0.0,0.6,0.10114942528735632,0.11494252873563215,0.7977011494252874,0.7701149425287357,813.6108369178313,821.8324182153743,822.3129085894022,1.5875028548448578,0.8860022129693573,0.22529659358533777,0.3124485455715728,0.7934614801971841,True
4,1,1.0,0.0,0.40229885057471265,0.3839080459770115,0.19540229885057472,0.23218390804597702,733.2622569138965,821.8324182153743,822.3129085894022,1.2506083406103086,0.697977804548235,0.37410917499440266,0.5588177853727233,0.7934614801971841,True
4,1,1.0,0.6,0.4160919540229885,0.39770114942528734,0.167816091954023,0.20459770114942533,734.2228439292971,821.8324182153743,822.3129085894022,1.3526244913581011,0.754914102360432,0.3231413527604828,0.49551837156294937,0.7934614801971841,True
4,1,2.0,0.0,0.43908045977011495,0.4206896551724138,0.12183908045977011,0.15862068965517243,717.2280209629567,821.8324182153743,822.3129085894022,1.2221415871480397,0.6820902069375282,0.39269106979234,0.5823126738387947,0.7934614801971841,True
4,1,2.0,0.6,0.43908045977011495,0.4206896551724138,0.12183908045977011,0.15862068965517243,716.6847132368362,821.8324182153743,822.3129085894022,1.2633637176347017,0.7050967160112164,0.37497666692882253,0.5645273171020689,0.7934614801971841,True
5,1,0.0,0.0,0.05287356321839076,0.027586206896551668,0.8942528735632185,0.9448275862068967,789.8181441195086,788.823969915439,788.8518110927114,1.4237883817557364,0.7946314258180804,0.30586981514042955,0.48246717936338307,0.7946314258180804,True
5,1,0.0,0.6,0.15632183908045977,0.14482758620689656,0.6873563218390805,0.7103448275862069,776.2280910784253,788.823969915439,788.8518110927114,1.6825030855954628,0.9390228512760905,0.20560002742506195,0.3243126408300225,0.7946314258180804,True
5,1,1.0,0.0,0.503448275862069,0.5149425287356322,-0.006896551724137931,-0.029885057471264367,674.2830657537271,788.823969915439,788.8518110927114,1.2208311186918641,0.6813588205663764,0.37140832232792104,0.5433204628695955,0.7946314258180804,True
5,1,1.0,0.6,0.5149425287356322,0.5264367816091954,-0.029885057471264367,-0.05287356321839081,671.2480106919136,788.823969915439,788.8518110927114,1.3095984051801537,0.7309007864456097,0.3385861570005213,0.5091562567419797,0.7946314258180804,True
5,1,2.0,0.0,0.5126436781609195,0.5241379310344828,-0.02528735632183908,-0.04827586206896552,667.1718362549411,788.823969915439,788.8518110927114,1.2447674996959748,0.69471796916595,0.3588895702371452,0.5264331753678024,0.7946314258180804,True
5,1,2.0,0.6,0.5149425287356322,0.5218390804597701,-0.029885057471264367,-0.043678160919540236,666.5971454347659,788.823969915439,788.8518110927114,1.3069093684410797,0.7294000064663458,0.33651906138305837,0.5022198399983676,0.7946314258180804,True
6,1,0.0,0.0,0.0367816091954023,0.05517241379310345,0.9264367816091954,0.8896551724137931,828.044237109667,827.3688639643902,826.8353093456963,1.3512405615137804,0.7541417164079152,0.3039139870679587,0.43780982444603284,0.7541417164079152,True
6,1,0.0,0.6,0.12873563218390804,0.14252873563218393,0.7425287356321839,0.7149425287356321,819.4430858008706,827.3688639643902,826.8353093456963,1.574780712404111,0.878901850080678,0.21415226560765466,0.2861088111819721,0.7541417164079152,True
6,1,1.0,0.0,0.503448275862069,0.4896551724137931,-0.006896551724137931,0.020689655172413793,731.8212876601366,827.3688639643902,826.8353093456963,1.2812048865116406,0.7150540619515313,0.3337086019167769,0.4932821746109862,0.7541417164079152,True
6,1,1.0,0.6,0.4689655172413793,0.46436781609195404,0.06206896551724138,0.07126436781609195,736.849767282588,827.3688639643902,826.8353093456963,1.3622805843412202,0.7603032704652777,0.2984818576901906,0.4425751599066687,0.7541417164079152,True
6,1,2.0,0.0,0.5287356321839081,0.5149425287356322,-0.0574712643678161,-0.029885057471264367,725.7642948523926,827.3688639643902,826.8353093456963,1.2794733884854854,0.7140876945032817,0.33260929105019543,0.4894863006734386,0.7541417164079152,True
6,1,2.0,0.6,0.5011494252873563,0.49195402298850577,-0.0022988505747126436,0.016091954022988506,728.1849777920285,827.3688639643902,826.8353093456963,1.3169141728525127,0.7349837941249334,0.3180979076835505,0.4718812116705075,0.7541417164079152,True
7,1,0.0,0.0,0.09885057471264364,0.03908045977011493,0.8022988505747127,0.9218390804597701,789.423320116754,784.4297596044402,788.6524641235784,0.5455971124225472,0.3045035462586991,0.7132971176832145,0.8348300034703772,0.3045035462586991,True
7,1,0.0,0.6,0.17931034482758618,0.13793103448275862,0.6413793103448276,0.7241379310344828,772.1566992966973,784.4297596044402,788.6524641235784,0.974489934239382,0.5438731877662253,0.4160139956744132,0.554035323470096,0.3045035462586991,True
7,1,1.0,0.0,0.45977011494252873,0.4413793103448276,0.08045977011494253,0.11724137931034484,720.2933182003294,784.4297596044402,788.6524641235784,0.6756761408154022,0.37710203429621286,0.5720857029138673,0.7024208226891043,0.3045035462586991,True
7,1,1.0,0.6,0.47126436781609193,0.4528735632183908,0.0574712643678161,0.0942528735632184,718.1078719869165,784.4297596044402,788.6524641235784,0.8120050824316052,0.45318866531870033,0.5049650582892655,0.6415166177859495,0.3045035462586991,True
7,1,2.0,0.0,0.4850574712643678,0.4666666666666667,0.029885057471264367,0.06666666666666667,714.2395911627243,784.4297596044402,788.6524641235784,0.6698066578073755,0.3738262134570712,0.5751569192104969,0.7053356485120882,0.3045035462586991,True
7,1,2.0,0.6,0.496551724137931,0.4781609195402299,0.006896551724137931,0.043678160919540236,712.1333856179647,784.4297596044402,788.6524641235784,0.7707365536948474,0.43015626088858033,0.5299768280740644,0.6684725557454766,0.3045035462586991,True
8,1,0.0,0.0,0.04137931034482761,0.025287356321839094,0.9172413793103448,0.9494252873563218,817.8886517395969,817.2556309357277,817.5723874795814,0.8343621165805362,0.4656663636553878,0.5699337480855132,0.7342933177880846,0.4656663636553878,True
8,1,0.0,0.6,0.2,0.19770114942528733,0.6,0.6045977011494253,795.3282099500173,817.2556309357277,817.5723874795814,1.4532858047952253,0.8110942510722968,0.26182446496129524,0.3826666208894198,0.4656663636553878,True
8,1,1.0,0.0,0.5816091954022988,0.5747126436781609,-0.1632183908045977,-0.14942528735632182,716.2060847004398,817.2556309357277,817.5723874795814,0.920459911691807,0.5137184580296201,0.47017141515480826,0.601057069297284,0.4656663636553878,True
8,1,1.0,0.6,0.5724137931034483,0.5655172413793104,-0.14482758620689656,-0.1310344827586207,716.6927513073949,817.2556309357277,817.5723874795814,0.9886341846326241,0.5517672442152953,0.4437556210777065,0.5735980244770531,0.4656663636553878,True
8,1,2.0,0.0,0.6068965517241379,0.6,-0.21379310344827587,-0.19999999999999998,701.5129162409256,817.2556309357277,817.5723874795814,0.935491529497649,0.5221077636613175,0.4630800045524674,0.5920949331324795,0.4656663636553878,True
8,1,2.0,0.6,0.6068965517241379,0.6,-0.21379310344827587,-0.19999999999999998,701.5834574072591,817.2556309357277,817.5723874795814,0.9656208720791941,0.5389232699270808,0.4524249870871251,0.5805916862074701,0.4656663636553878,True
9,1,0.0,0.0,0.07126436781609197,0.05517241379310345,0.8574712643678161,0.8896551724137931,755.0483468796438,754.7789828750373,754.9931155124592,1.1353637455182732,0.6336585713747743,0.3892916958681038,0.5410026005160701,0.6336585713747743,True
9,1,0.0,0.6,0.22758620689655173,0.21609195402298853,0.5448275862068965,0.5678160919540229,738.114744249559,754.7789828750373,754.9931155124592,1.5865726032320955,0.8854830296589082,0.23342860409115332,0.34504646393064026,0.6336585713747743,True
9,1,1.0,0.0,0.4482758620689655,0.45057471264367815,0.10344827586206898,0.09885057471264368,713.8360644394721,754.7789828750373,754.9931155124592,0.9340467535985673,0.5213014188790549,0.527379049400676,0.7012513479900834,0.6336585713747743,True
9,1,1.0,0.6,0.45977011494252873,0.46206896551724136,0.08045977011494253,0.07586206896551725,712.3878931254862,754.7789828750373,754.9931155124592,1.2418411377962837,0.6930847354925976,0.3709604330728958,0.5490118938200238,0.6336585713747743,True
9,1,2.0,0.0,0.4689655172413793,0.47126436781609193,0.06206896551724138,0.0574712643678161,707.1620988166657,754.7789828750373,754.9931155124592,0.9040399617436504,0.5045543094761143,0.5526349898337455,0.7234911217089381,0.6336585713747743,True
9,1,2.0,0.6,0.47126436781609193,0.4735632183908046,0.0574712643678161,0.05287356321839081,708.798837260197,754.7789828750373,754.9931155124592,1.0932504680904698,0.6101547037234164,0.4472722241835534,0.6306418854250344,0.6336585713747743,True
10,1,0.0,0.0,0.02298850574712641,0.02068965517241378,0.9540229885057472,0.9586206896551724,833.4274753717536,833.3300040458756,833.4289220547865,1.2457714073446158,0.6952782606927326,0.35981580257637175,0.5026458575562431,0.6952782606927326,True
10,1,0.0,0.6,0.16091954022988503,0.1586206896551724,0.67816091954023,0.6827586206896552,821.46384875452,833.3300040458756,833.4289220547865,1.6445034202341862,0.9178148342325707,0.21744797403449476,0.3209531935315157,0.6952782606927326,True
10,1,1.0,0.0,0.5218390804597701,0.5287356321839081,-0.043678160919540236,-0.0574712643678161,757.1288989582408,833.3300040458756,833.4289220547865,1.0843369095910114,0.6051799520044825,0.4156987442658938,0.5808633483759997,0.6952782606927326,True
10,1,1.0,0.6,0.5402298850574713,0.5471264367816092,-0.08045977011494253,-0.0942528735632184,756.307020869426,833.3300040458756,833.4289220547865,1.2746573295218921,0.7113998008176029,0.3273717418378024,0.46073873846298097,0.6952782606927326,True
10,1,2.0,0.0,0.5655172413793104,0.5724137931034483,-0.1310344827586207,-0.14482758620689656,732.2398965921258,833.3300040458756,833.4289220547865,1.0790519739749582,0.6022303732765241,0.4174654565715495,0.5807386342532961,0.6952782606927326,True
10,1,2.0,0.6,0.5839080459770115,0.5908045977011495,-0.167816091954023,-0.18160919540229886,731.8159913890473,833.3300040458756,833.4289220547865,1.1657331515899536,0.6506080596254291,0.3777113333286176,0.5317629495127565,0.6952782606927326,True
11,1,0.0,0.0,0.10804597701149427,0.08045977011494254,0.7839080459770115,0.8390804597701149,774.0195320361433,774.6873659862664,775.4411492194597,1.4073661761836105,0.7854660183768679,0.2564140674164483,0.30198928677293674,0.7854660183768679,True
11,1,0.0,0.6,0.13103448275862067,0.1034482758620689,0.7379310344827587,0.7931034482758622,771.3509517548438,774.6873659862664,775.4411492194597,1.5507953799881717,0.8655153811779781,0.21903284268050738,0.23902870003581853,0.7854660183768679,True
11,1,1.0,0.0,0.5241379310344828,0.5057471264367817,-0.04827586206896552,-0.011494252873563218,725.9068563102318,774.6873659862664,775.4411492194597,1.4433582322864007,0.8055535673592638,0.2514915699141839,0.32073561596159555,0.7854660183768679,True
11,1,1.0,0.6,0.5287356321839081,0.5103448275862069,-0.0574712643678161,-0.020689655172413793,725.9083652887348,774.6873659862664,775.4411492194597,1.454051674446307,0.8115216910631187,0.2465609183210645,0.31001596917815155,0.7854660183768679,True
11,1,2.0,0.0,0.5471264367816092,0.5287356321839081,-0.0942528735632184,-0.0574712643678161,721.9587377068265,774.6873659862664,775.4411492194597,1.4386705952966385,0.8029373473418628,0.2542216964036063,0.33799190200445356,0.7854660183768679,True
11,1,2.0,0.6,0.5494252873563218,0.5310344827586206,-0.09885057471264368,-0.06206896551724138,722.5576971152016,774.6873659862664,775.4411492194597,1.449681886604505,0.8090828660328344,0.24875107546458497,0.3171196796748209,0.7854660183768679,True
12,1,0.0,0.0,0.0850574712643678,0.06206896551724139,0.8298850574712644,0.8758620689655172,838.1746002834916,837.6932455667034,838.8059612354798,1.3335170405949732,0.7442500310432255,0.3157994985771715,0.47531513482411997,0.7442500310432255,True
12,1,0.0,0.6,0.20919540229885053,0.20459770114942527,0.5816091954022989,0.5908045977011495,817.000537725079,837.6932455667034,838.8059612354798,1.6805114933620071,0.9379113224868421,0.20325050486164256,0.3022530297236826,0.7442500310432255,True
12,1,1.0,0.0,0.4068965517241379,0.4160919540229885,0.18620689655172415,0.167816091954023,727.4174833328996,837.6932455667034,838.8059612354798,1.3710196549685738,0.7651806386485855,0.30204007741625905,0.4489441876814294,0.7442500310432255,True
12,1,1.0,0.6,0.4160919540229885,0.4206896551724138,0.167816091954023,0.15862068965517243,722.7723583988484,837.6932455667034,838.8059612354798,1.471873902840852,0.8214684661189376,0.26593517967978897,0.3969167268446898,0.7442500310432255,True
12,1,2.0,0.0,0.4275862068965517,0.4367816091954023,0.14482758620689656,0.12643678160919541,722.2918058651271,837.6932455667034,838.8059612354798,1.3892426652788052,0.7753510943504787,0.29550916171581615,0.441543364418283,0.7442500310432255,True
12,1,2.0,0.6,0.4298850574712644,0.43448275862068964,0.14022988505747128,0.1310344827586207,719.1960166103722,837.6932455667034,838.8059612354798,1.4548752847791497,0.8119813567420155,0.2748717302593708,0.415006766041391,0.7442500310432255,True
13,1,0.0,0.0,0.04367816091954019,0.027586206896551668,0.9126436781609196,0.9448275862068967,849.0523195059758,846.572685356644,848.5115894329444,1.1473035308571162,0.6403222924511234,0.3965175191896555,0.5510899853441715,0.6403222924511234,True
13,1,0.0,0.6,0.16781609195402297,0.16551724137931034,0.664367816091954,0.6689655172413793,828.110741082634,846.572685356644,848.5115894329444,1.5762145116348127,0.8797020686676735,0.24118475660779648,0.3665706996363156,0.6403222924511234,True
13,1,1.0,0.0,0.4804597701149425,0.4735632183908046,0.03908045977011494,0.05287356321839081,737.2479646601485,846.572685356644,848.5115894329444,0.8986620419888818,0.501552835312238,0.4897278796454127,0.6276108889286808,0.6403222924511234,True
13,1,1.0,0.6,0.4574712643678161,0.45977011494252873,0.08505747126436781,0.08045977011494253,737.4780059849987,846.572685356644,848.5115894329444,1.0333583594632263,0.5767282814519902,0.4363232263725561,0.5728454912145121,0.6403222924511234,True
13,1,2.0,0.0,0.503448275862069,0.496551724137931,-0.006896551724137931,0.006896551724137931,730.8709140336491,846.572685356644,848.5115894329444,0.8964637709360184,0.5003259568775951,0.4828820698437355,0.6120573563334386,0.6403222924511234,True
13,1,2.0,0.6,0.47586206896551725,0.4735632183908046,0.04827586206896552,0.05287356321839081,734.1848383699553,846.572685356644,848.5115894329444,0.9925092331931816,0.5539299499953446,0.45262399869946474,0.5871187863112393,0.6403222924511234,True
14,1,0.0,0.0,0.03908045977011493,0.01149425287356326,0.9218390804597701,0.9770114942528735,815.3336765005877,814.7795822854644,815.3387475053997,0.9500380414694589,0.5302263265720395,0.5086777549598351,0.6882097707944378,0.5302263265720395,True
14,1,0.0,0.6,0.15632183908045977,0.1333333333333333,0.6873563218390805,0.7333333333333334,799.3078910499721,814.7795822854644,815.3387475053997,1.287064192718023,0.7183242030095311,0.3050040777168174,0.4482736971987897,0.5302263265720395,True
14,1,1.0,0.0,0.5517241379310345,0.542528735632184,-0.10344827586206898,-0.08505747126436781,690.7889873028281,814.7795822854644,815.3387475053997,0.6386532093901995,0.3564391428417292,0.6848516192148599,0.8184063666244052,0.5302263265720395,True
14,1,1.0,0.6,0.5264367816091954,0.5126436781609195,-0.05287356321839081,-0.02528735632183908,689.3743779950407,814.7795822854644,815.3387475053997,0.8045760173016683,0.4490424251243412,0.5822307589983577,0.7430269380329717,0.5302263265720395,True
14,1,2.0,0.0,0.5724137931034483,0.5632183908045977,-0.14482758620689656,-0.12643678160919541,680.4535547795724,814.7795822854644,815.3387475053997,0.659217247682191,0.36791615113729637,0.6721698851370669,0.8098351444673482,0.5302263265720395,True
14,1,2.0,0.6,0.5448275862068965,0.535632183908046,-0.0896551724137931,-0.07126436781609195,683.2202314051784,814.7795822854644,815.3387475053997,0.7194730232666506,0.4015455398020705,0.6396048996876202,0.7877094650079088,0.5302263265720395,True
15,1,0.0,0.0,0.04137931034482761,0.05517241379310345,0.9172413793103448,0.8896551724137931,859.7549138346516,859.3311034691145,859.2476441935144,0.9995783275011747,0.5578752866487284,0.47263282045616656,0.6444227339613458,0.5578752866487284,True
15,1,0.0,0.6,0.21149425287356322,0.21609195402298853,0.5770114942528736,0.5678160919540229,827.4742030032979,859.3311034691145,859.2476441935144,1.4519903754293693,0.8103712581772661,0.26884076267792745,0.41029891019217124,0.5578752866487284,True
15,1,1.0,0.0,0.3908045977011494,0.3908045977011494,0.21839080459770116,0.21839080459770116,766.7782176959921,859.3311034691145,859.2476441935144,1.3223943543860928,0.7380423416742543,0.34121469592589027,0.5300054442401113,0.5578752866487284,True
15,1,1.0,0.6,0.432183908045977,0.4367816091954023,0.13563218390804596,0.12643678160919541,765.7565034854663,859.3311034691145,859.2476441935144,1.3867328646796284,0.7739503479655534,0.3083429849307917,0.4889150215303205,0.5578752866487284,True
15,1,2.0,0.0,0.4206896551724138,0.4206896551724138,0.15862068965517243,0.15862068965517243,755.8256545326938,859.3311034691145,859.2476441935144,1.3231449176535257,0.7384612390097077,0.34118270382558885,0.5307204937043059,0.5578752866487284,True
15,1,2.0,0.6,0.45977011494252873,0.46436781609195404,0.08045977011494253,0.07126436781609195,755.1688048528679,859.3311034691145,859.2476441935144,1.367196905387073,0.7630471214845056,0.3188353534293112,0.5034798549812424,0.5578752866487284,True
16,1,0.0,0.0,0.03218390804597693,0.018390804597701094,0.9356321839080461,0.9632183908045978,802.9408460731452,801.8402656776894,802.1996101938877,1.3520534814273306,0.7545954156502026,0.3079346471781757,0.44069283054072733,0.7545954156502026,True
16,1,0.0,0.6,0.12413793103448273,0.11494252873563215,0.7517241379310345,0.7701149425287357,789.4452309739821,801.8402656776894,802.1996101938877,1.645067915798938,0.9181298852058998,0.2172312893243736,0.3245663170573727,0.7545954156502026,True
16,1,1.0,0.0,0.4114942528735632,0.4252873563218391,0.17701149425287357,0.14942528735632182,700.2808968082804,801.8402656776894,802.1996101938877,1.4672278196843298,0.8188754377374418,0.273516043630834,0.4185710720067842,0.7545954156502026,True
16,1,1.0,0.6,0.4045977011494253,0.41379310344827586,0.19080459770114944,0.17241379310344826,706.3975790428478,801.8402656776894,802.1996101938877,1.5656087615869054,0.8737828868633901,0.2349120861289931,0.34238655758053244,0.7545954156502026,True
16,1,2.0,0.0,0.4482758620689655,0.46206896551724136,0.10344827586206898,0.07586206896551725,690.2018732895773,801.8402656776894,802.1996101938877,1.4998812837602962,0.837099683031948,0.2649213057330102,0.41474377471999674,0.7545954156502026,True
16,1,2.0,0.6,0.4528735632183908,0.4666666666666667,0.0942528735632184,0.06666666666666667,687.8585929310735,801.8402656776894,802.1996101938877,1.5288210730470364,0.8532512869630317,0.2524962420084932,0.39356095846152206,0.7545954156502026,True
17,1,0.0,0.0,0.05517241379310345,0.04137931034482761,0.8896551724137931,0.9172413793103448,811.7625112530355,809.7541735135947,810.9812885955016,1.134307578810982,0.6330691135120254,0.38609882792638045,0.5116454504321045,0.6330691135120254,True
17,1,0.0,0.6,0.1724137931034483,0.14942528735632182,0.6551724137931034,0.7011494252873564,797.0489057054106,809.7541735135947,810.9812885955016,1.5829868402135292,0.8834817772139519,0.22920800788328752,0.32885375917505355,0.6330691135120254,True
17,1,1.0,0.0,0.5011494252873563,0.5195402298850574,-0.0022988505747126436,-0.03908045977011494,698.5028687186759,809.7541735135947,810.9812885955016,1.2525178798441725,0.699043538686471,0.36561717989420034,0.530852746474562,0.6330691135120254,True
17,1,1.0,0.6,0.5057471264367817,0.5103448275862069,-0.011494252873563218,-0.020689655172413793,706.6169450542676,809.7541735135947,810.9812885955016,1.402338052931114,0.7826597693580402,0.30350444120059716,0.446562743286507,0.6330691135120254,True
17,1,2.0,0.0,0.5195402298850574,0.5379310344827586,-0.03908045977011494,-0.07586206896551725,695.2177701633015,809.7541735135947,810.9812885955016,1.261076093461966,0.7038199686508572,0.3596932790609898,0.5229935977426579,0.6330691135120254,True
17,1,2.0,0.6,0.5264367816091954,0.5310344827586206,-0.05287356321839081,-0.06206896551724138,695.4797456363383,809.7541735135947,810.9812885955016,1.3340657843881232,0.7445562907854366,0.332132362247412,0.4896119339650172,0.6330691135120254,True
18,1,0.0,0.0,0.06436781609195402,0.06666666666666665,0.871264367816092,0.8666666666666667,780.7655366431495,777.2552716256398,778.0172979805483,1.3811864732112842,0.7708548479480574,0.3061530357529815,0.46488731889531204,0.7708548479480574,True
18,1,0.0,0.6,0.17011494252873566,0.1724137931034483,0.6597701149425287,0.6551724137931034,769.7342947459955,777.2552716256398,778.0172979805483,1.6420066438530025,0.91642135680211,0.20977032564879247,0.30182071730565774,0.7708548479480574,True
18,1,1.0,0.0,0.4689655172413793,0.4896551724137931,0.06206896551724138,0.020689655172413793,687.2940704258315,777.2552716256398,778.0172979805483,1.393567500783777,0.7777648310038895,0.31768032208586316,0.49500519235499346,0.7708548479480574,True
18,1,1.0,0.6,0.47586206896551725,0.49195402298850577,0.04827586206896552,0.016091954022988506,683.8880056862193,777.2552716256398,778.0172979805483,1.5373622476355264,0.8580182072640974,0.2627897792505274,0.4280911648574702,0.7708548479480574,True
18,1,2.0,0.0,0.4827586206896552,0.503448275862069,0.03448275862068966,-0.006896551724137931,681.6633307593407,777.2552716256398,778.0172979805483,1.4161058524599788,0.7903437245793269,0.3148838727559184,0.4983735401019746,0.7708548479480574,True
18,1,2.0,0.6,0.4735632183908046,0.4896551724137931,0.05287356321839081,0.020689655172413793,680.8014527574481,777.2552716256398,778.0172979805483,1.4776988303153007,0.8247194200413177,0.2884777011882062,0.4656223096316406,0.7708548479480574,True
19,1,0.0,0.0,0.04597701149425287,0.01609195402298852,0.9080459770114943,0.967816091954023,819.9156012358046,818.5211745516722,819.5411487742954,0.5537910873535892,0.30907669074140814,0.7424581233937259,0.8561385020037989,0.30907669074140814,False
19,1,0.0,0.6,0.2689655172413793,0.26666666666666666,0.46206896551724136,0.4666666666666667,755.9349645685285,818.5211745516722,819.5411487742954,1.409068322301115,0.7864160042129901,0.2889314909642177,0.4476803809119609,0.30907669074140814,False
